"row ID","Document","Sentence","Number of terms","Pre-processed"
"Row7332","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","leveraged enhanced 3D information",4,"leveraged enhanced 3d information"
"Row7333","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","example Edge addition VR applications SeeingVR
Enhancement segments environment based depth tools extended non-VR 3D applications run
change Depth Measurement designed enhance regular 2D displays g Life",27,"example edge addition vr applications seeingvr
enhancement segments environment based depth tools extended non-vr 3d applications run
change depth measurement designed enhance regular 2d displays g life"
"Row7334","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","current
depth perception",3,"current
depth perception"
"Row7335","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","VR simulates real world operating systems assistive technologies transferred real-world low vision technologies VR",14,"vr simulates real world operating systems assistive technologies transferred real-world low vision technologies vr"
"Row7336","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","screen magnifiers basic tools target 2D interfaces optical devices created Bifocal Lens simulate bifocals",14,"screen magnifiers basic tools target 2d interfaces optical devices created bifocal lens simulate bifocals"
"Row7337","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","help users perceive 3D information terms high-tech mimicked assistive smartphone virtual world",12,"help users perceive 3d information terms high-tech mimicked assistive smartphone virtual world"
"Row7338","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Moreover 3D apps apps enable people benefit technologies support built-in assistive technologies VR",13,"moreover 3d apps apps enable people benefit technologies support built-in assistive technologies vr"
"Row7339","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","initial toolkit focused low vision hope specific rendering methods",9,"initial toolkit focused low vision hope specific rendering methods"
"Row7340","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","SeeingVR
SeeingVR stimulate discussion VR accessibility designed enhance 3D renderings SeeingVR’s
approaches standards disabilities",14,"seeingvr
seeingvr stimulate discussion vr accessibility designed enhance 3d renderings seeingvr’s
approaches standards disabilities"
"Row7341","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","potential non-VR 3D interfaces 2D displays

Compared plugin modifies VR application accessible people low vision",15,"potential non-vr 3d interfaces 2d displays

compared plugin modifies vr application accessible people low vision"
"Row7342","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Testing SeeingVR
post hoc Unity toolkit provided accessibility type applications evaluate generalizability
support required developer effort",16,"testing seeingvr
post hoc unity toolkit provided accessibility type applications evaluate generalizability
support required developer effort"
"Row7343","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","direction future",2,"direction future"
"Row7344","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","accessibility priority developers study design SeeingVR demonstrated benefits considered creating VR translating low vision technologies real virtual
control tools SeeingVR customizing world",22,"accessibility priority developers study design seeingvr demonstrated benefits considered creating vr translating low vision technologies real virtual
control tools seeingvr customizing world"
"Row7345","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Future investigate potential design interaction tools convey translating low vision tools designed SeeingVR original design intent",16,"future investigate potential design interaction tools convey translating low vision tools designed seeingvr original design intent"
"Row7346","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Participants low vision real world",5,"participants low vision real world"
"Row7347","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","example Depth Measurement tool indicated cared original VR experience adapted real world via projection technology
concerns tools reduce immersion handheld projector depth camera user
aesthetics",25,"example depth measurement tool indicated cared original vr experience adapted real world via projection technology
concerns tools reduce immersion handheld projector depth camera user
aesthetics"
"Row7348","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","findings demonstrate importance project virtual ball environment indicating
complexity balancing tradeoffs original depth information colors",15,"findings demonstrate importance project virtual ball environment indicating
complexity balancing tradeoffs original depth information colors"
"Row7349","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Moreover VR experience accessibility developers’ effort newer-generation VR headsets support video
designing accessibility guidelines VR",16,"moreover vr experience accessibility developers’ effort newer-generation vr headsets support video
designing accessibility guidelines vr"
"Row7350","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","see-through AR 87 g Vive Pro integrates stereo

camera support AR capability 30low vision tools
SeeingVR potentially implemented Paper Page CHI Paper  CHI  4–9 Glasgow Scotland UK

AR augment real world based semantic Proceedings third international ACM conference Assistive
understanding real environment via computer vision technologies",47,"see-through ar 87 g vive pro integrates stereo

camera support ar capability 30low vision tools
seeingvr potentially implemented paper page chi paper  chi  4–9 glasgow scotland uk

ar augment real world based semantic proceedings third international acm conference assistive
understanding real environment via computer vision technologies"
"Row7351","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM 92–99",2,"acm 92–99"
"Row7352","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","sensory technology",2,"sensory technology"
"Row7353","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","10 eSight",2,"10 esight"
"Row7354","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","eSight Electronic Glasses",3,"esight electronic glasses"
"Row7355","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwesighteyewear",2,"httpswwwesighteyewear"
"Row7356","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","comhomex accessed December",3,"comhomex accessed december"
"Row7357","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","CONCLUSION 11 Eusth",3,"conclusion 11 eusth"
"Row7358","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","IllusionPluginArchitecture",1,"illusionpluginarchitecture"
"Row7359","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpsgithubcomEusthIPA",2,"httpsgithubcomeusthipa"
"Row7360","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","accessed December",2,"accessed december"
"Row7361","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","paper SeeingVR set low vision 12 Everingham BT Thomas Troscianko et al",12,"paper seeingvr set low vision 12 everingham bt thomas troscianko et al"
"Row7362","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Head-mounted
tools applied VR app enhancing scenes mobility aid low vision using scene classification techniques",15,"head-mounted
tools applied vr app enhancing scenes mobility aid low vision using scene classification techniques"
"Row7363","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","visual audio augmentations",3,"visual audio augmentations"
"Row7364","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","implemented International Journal Virtual Reality  3

approaches applying SeeingVR plugin nine tools 13 American Foundation Blind AFB",17,"implemented international journal virtual reality  3

approaches applying seeingvr plugin nine tools 13 american foundation blind afb"
"Row7365","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Screen Readers
Screen Magnifiers Introduction Computer Accessibility

augments existing VR app posthoc Unity toolkit Software",15,"screen readers
screen magnifiers introduction computer accessibility

augments existing vr app posthoc unity toolkit software"
"Row7366","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpsuoim5rv11h
allows developers provide metadata required 14 GearVR",9,"httpsuoim5rv11h
allows developers provide metadata required 14 gearvr"
"Row7367","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","GearVR Framework",2,"gearvr framework"
"Row7368","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpwwwgearvrforg",3,"httpwwwgearvrforg"
"Row7369","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","specific tools integrate tools development",5,"specific tools integrate tools development"
"Row7370","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","accessed December",2,"accessed december"
"Row7371","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","evaluated SeeingVR participants low vision 15 José Luis González-Mora Rodriguez-Hernandez Enrique Burunat

SeeingVR enabled users enjoy VR Martin Miguel Castellano",20,"evaluated seeingvr participants low vision 15 josé luis gonzález-mora rodriguez-hernandez enrique burunat

seeingvr enabled users enjoy vr martin miguel castellano"
"Row7372","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Seeing world hearing
Virtual Acoustic Space VAS space perception system complete tasks quickly accurately",14,"seeing world hearing
virtual acoustic space vas space perception system complete tasks quickly accurately"
"Row7373","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","testing blind people",3,"testing blind people"
"Row7374","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Information Communication Technologies popular VR apps demonstrated robustness ICTTA’06",9,"information communication technologies popular vr apps demonstrated robustness ictta’06"
"Row7375","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","2nd Vol IEEE 837–842",4,"2nd vol ieee 837–842"
"Row7376","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","plugin study six developers 16 Google",6,"plugin study six developers 16 google"
"Row7377","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Android accessibility overview - Android Accessibility

Unity toolkit easy",9,"android accessibility overview - android accessibility

unity toolkit easy"
"Row7378","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","SeeingVR focused Help",3,"seeingvr focused help"
"Row7379","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpssupportgooglecomaccessibilityandroidanswer

low vision hope inspire design hlen accessed December",11,"httpssupportgooglecomaccessibilityandroidanswer

low vision hope inspire design hlen accessed december"
"Row7380","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","17 Anhong Guo Jeeeun Kim Xiang’Anthony’ Chen Tom Yeh Scott accessibility standards VR",14,"17 anhong guo jeeeun kim xiang’anthony’ chen tom yeh scott accessibility standards vr"
"Row7381","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Hudson Jennifer Mankoff Jeffrey Bigham",5,"hudson jennifer mankoff jeffrey bigham"
"Row7382","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Facade
Auto-generating tactile interfaces appliances",5,"facade
auto-generating tactile interfaces appliances"
"Row7383","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings ACKNOWLEDGMENTS CHI Conference Human Factors Computing Systems",8,"proceedings acknowledgments chi conference human factors computing systems"
"Row7384","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM

thank participants",3,"acm

thank participants"
"Row7385","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","thank Mar Gonzalez 5826–5838",4,"thank mar gonzalez 5826–5838"
"Row7386","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Franco Ken Hinckley Jackie Yang Jeremy Hartmann 18 Stephen Hicks Iain Wilson Louwai Muhammed John Worsfold
Susan Downes Christopher Kennard",20,"franco ken hinckley jackie yang jeremy hartmann 18 stephen hicks iain wilson louwai muhammed john worsfold
susan downes christopher kennard"
"Row7387","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","depth-based

feedback",2,"depth-based

feedback"
"Row7388","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","head-mounted visual display aid navigation partially sighted
individuals",8,"head-mounted visual display aid navigation partially sighted
individuals"
"Row7389","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","PloS  e67695",2,"plos  e67695"
"Row7390","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","REFERENCES 19 Bill Holton",4,"references 19 bill holton"
"Row7391","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Review iOS Access  Comprehensive
1 PF Adams PM Barnes",9,"review ios access  comprehensive
1 pf adams pm barnes"
"Row7392","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Summary health statistics Guide Accessibility iPad iPhone iPod Touch Shelly

population National Health Interview Survey",15,"summary health statistics guide accessibility ipad iphone ipod touch shelly

population national health interview survey"
"Row7393","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","National Center Brisbin",3,"national center brisbin"
"Row7394","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","AccessWorld Magazine  aw150706",3,"accessworld magazine  aw150706"
"Row7395","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Health Statistics  1–104",3,"health statistics  1–104"
"Row7396","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","20 AmyHurst Scott Hudson JenniferMankoff",6,"20 amyhurst scott hudson jennifermankoff"
"Row7397","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Automatically

2 Android",3,"automatically

2 android"
"Row7398","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","apps accessible  Android Developers",4,"apps accessible  android developers"
"Row7399","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","identifying targets users interact real world tasks",7,"identifying targets users interact real world tasks"
"Row7400","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpsdeveloperandroidcomguidetopicsuiaccessibilityapps",2,"httpsdeveloperandroidcomguidetopicsuiaccessibilityapps"
"Row7401","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings 15th international conference Intelligent user
accessed December",8,"proceedings 15th international conference intelligent user
accessed december"
"Row7402","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","interfaces",1,"interfaces"
"Row7403","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM 11–20",2,"acm 11–20"
"Row7404","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","3 American Optometric Association AOA",5,"3 american optometric association aoa"
"Row7405","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Common Types 21 Chuck Huss Anne Corn",7,"common types 21 chuck huss anne corn"
"Row7406","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Low Vision Driving Bioptics
Low Vision",6,"low vision driving bioptics
low vision"
"Row7407","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwaoaorgpatients-and-public",2,"httpswwwaoaorgpatients-and-public"
"Row7408","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Overview",1,"overview"
"Row7409","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Journal Visual Impairment Blindness  caring-for-your-visionlow-visioncommon-types-of-low-vision 641–653",6,"journal visual impairment blindness  caring-for-your-visionlow-visioncommon-types-of-low-vision 641–653"
"Row7410","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","accessed July",2,"accessed july"
"Row7411","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","22 Alex Hwang Eli Peli",5,"22 alex hwang eli peli"
"Row7412","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","augmented-reality edge

4 Apple",4,"augmented-reality edge

4 apple"
"Row7413","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Vision Accessibility - iPhone",4,"vision accessibility - iphone"
"Row7414","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwapplecom",3,"httpswwwapplecom"
"Row7415","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","enhancement application Google Glass",4,"enhancement application google glass"
"Row7416","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Optometry vision
accessibilityiphonevision accessed December",5,"optometry vision
accessibilityiphonevision accessed december"
"Row7417","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","science official publication American Academy Optometry 

5 Joseph Bates",9,"science official publication american academy optometry 

5 joseph bates"
"Row7418","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Virtual reality art entertainment",4,"virtual reality art entertainment"
"Row7419","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Presence",1,"presence"
"Row7420","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Teleoperators  Virtual Environments  133–138",4,"teleoperators  virtual environments  133–138"
"Row7421","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","23 Gunnar Jansson Petrie Colwell Kornbrot Fänger König

6 Jeffrey Bigham Chandrika Jayant Hanjie Ji Greg Little Andrew Billberger Andrew Hardwick Stephen Furner",23,"23 gunnar jansson petrie colwell kornbrot fänger könig

6 jeffrey bigham chandrika jayant hanjie ji greg little andrew billberger andrew hardwick stephen furner"
"Row7422","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Haptic
Miller Robert Miller Robin Miller Aubrey Tatarowicz Brandyn virtual environments blind people Exploratory experiments White Samual White et al",20,"haptic
miller robert miller robin miller aubrey tatarowicz brandyn virtual environments blind people exploratory experiments white samual white et al"
"Row7423","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","VizWiz nearly real-time answers devices",5,"vizwiz nearly real-time answers devices"
"Row7424","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","International journal virtual reality  10–20",5,"international journal virtual reality  10–20"
"Row7425","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","visual questions",2,"visual questions"
"Row7426","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings 23nd annual ACM symposium 24 Katerina Kalyvioti Tassos Mikropoulos",10,"proceedings 23nd annual acm symposium 24 katerina kalyvioti tassos mikropoulos"
"Row7427","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Virtual
User interface software technology",5,"virtual
user interface software technology"
"Row7428","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM 333–342",2,"acm 333–342"
"Row7429","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Environments Dyslexia literature review",4,"environments dyslexia literature review"
"Row7430","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Procedia Computer

7 Jeffrey Bigham Ryan Kaminsky Richard Ladner Oscar Science 138–147",12,"procedia computer

7 jeffrey bigham ryan kaminsky richard ladner oscar science 138–147"
"Row7431","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Danielsson Gordon Hempton",3,"danielsson gordon hempton"
"Row7432","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","WebInSight25 Shaun Kane Meredith Ringel Morris Jacob OWobbrock",9,"webinsight25 shaun kane meredith ringel morris jacob owobbrock"
"Row7433","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","web images accessible",3,"web images accessible"
"Row7434","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings 8th international ACM Touchplates low-cost tactile overlays visually impaired touch
SIGACCESS conference Computers accessibility",15,"proceedings 8th international acm touchplates low-cost tactile overlays visually impaired touch
sigaccess conference computers accessibility"
"Row7435","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM 181–188",2,"acm 181–188"
"Row7436","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","screen users",2,"screen users"
"Row7437","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings 15th International ACM SIGACCESS

8 Jeffrey Bigham Craig Prince Richard Ladner",12,"proceedings 15th international acm sigaccess

8 jeffrey bigham craig prince richard ladner"
"Row7438","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Conference Computers Accessibility",3,"conference computers accessibility"
"Row7439","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM WebAnywhere screen reader on-the-go",5,"acm webanywhere screen reader on-the-go"
"Row7440","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings 26 Richard Kline Ephraim Glinert",6,"proceedings 26 richard kline ephraim glinert"
"Row7441","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Improving GUI
international cross-disciplinary conference onWeb accessibility W4A",8,"improving gui
international cross-disciplinary conference onweb accessibility w4a"
"Row7442","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","accessibility people low vision",4,"accessibility people low vision"
"Row7443","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Proceedings ACM 73–82",3,"proceedings acm 73–82"
"Row7444","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","SIGCHI conference Human factors computing systems",6,"sigchi conference human factors computing systems"
"Row7445","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","ACM

9 Chetz Colwell Helen Petrie Diana Kornbrot AndrewHardwick PressAddison-Wesley Publishing Co 114–121",14,"acm

9 chetz colwell helen petrie diana kornbrot andrewhardwick pressaddison-wesley publishing co 114–121"
"Row7446","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Stephen Furner",2,"stephen furner"
"Row7447","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Haptic virtual reality blind computer users",6,"haptic virtual reality blind computer users"
"Row7448","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","27 Andreas Kunz Klaus Miesenberger Limin Zeng GerhardWeber",8,"27 andreas kunz klaus miesenberger limin zeng gerhardweber"
"Row7449","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Virtual Navigation Environment Blind LowVision People",6,"virtual navigation environment blind lowvision people"
"Row7450","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Paper Page httpsdeveloperandroidcomguidetopicsuiaccessibilityapps",4,"paper page httpsdeveloperandroidcomguidetopicsuiaccessibilityapps"
"Row7451","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwaoaorgpatients-and-publiccaring-for-your-visionlow-visioncommon-types-of-low-vision",2,"httpswwwaoaorgpatients-and-publiccaring-for-your-visionlow-visioncommon-types-of-low-vision"
"Row7452","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwaoaorgpatients-and-publiccaring-for-your-visionlow-visioncommon-types-of-low-vision",2,"httpswwwaoaorgpatients-and-publiccaring-for-your-visionlow-visioncommon-types-of-low-vision"
"Row7453","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwapplecomaccessibilityiphonevision",3,"httpswwwapplecomaccessibilityiphonevision"
"Row7454","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwapplecomaccessibilityiphonevision",3,"httpswwwapplecomaccessibilityiphonevision"
"Row7455","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwesighteyewearcomhomex",2,"httpswwwesighteyewearcomhomex"
"Row7456","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwesighteyewearcomhomex",2,"httpswwwesighteyewearcomhomex"
"Row7457","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpsgithubcomEusthIPA",2,"httpsgithubcomeusthipa"
"Row7458","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpsuoim5rv11h",2,"httpsuoim5rv11h"
"Row7459","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpwwwgearvrforg",3,"httpwwwgearvrforg"
"Row7460","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpssupportgooglecomaccessibilityandroidanswer6006564hlen
httpssupportgooglecomaccessibilityandroidanswer6006564hlen


CHI Paper  CHI  4–9 Glasgow Scotland UK

International Conference Computers Helping People Special 45 Phil Parette Marcia Scherer",26,"httpssupportgooglecomaccessibilityandroidanswer6006564hlen
httpssupportgooglecomaccessibilityandroidanswer6006564hlen


chi paper  chi  4–9 glasgow scotland uk

international conference computers helping people special 45 phil parette marcia scherer"
"Row7461","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Assistive technology",2,"assistive technology"
"Row7462","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Springer 114–122",2,"springer 114–122"
"Row7463","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","stigma",1,"stigma"
"Row7464","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Education Training Developmental Disabilities 28 Orly Lahav Hadas Gedalevitz Steven Battersby David Brown Lindsay 217–226",15,"education training developmental disabilities 28 orly lahav hadas gedalevitz steven battersby david brown lindsay 217–226"
"Row7465","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Evett Patrick Merritt",3,"evett patrick merritt"
"Row7466","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Virtual environment navigation 46 Eli Peli",6,"virtual environment navigation 46 eli peli"
"Row7467","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Vision multiplexing engineering approach vision
look-around mode explore real spaces people blind",12,"vision multiplexing engineering approach vision
look-around mode explore real spaces people blind"
"Row7468","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","rehabilitation device development",3,"rehabilitation device development"
"Row7469","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Optometry Vision Science 
Disability rehabilitation  1072–1084",6,"optometry vision science 
disability rehabilitation  1072–1084"
"Row7470","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","304–315",1,"304–315"
"Row7471","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","29 Orly Lahav David Mioduser",5,"29 orly lahav david mioduser"
"Row7472","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Multisensory virtual 47 Lorenzo Picinali Amandine Afonso Michel Denis Brian FG Katz",12,"multisensory virtual 47 lorenzo picinali amandine afonso michel denis brian fg katz"
"Row7473","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","environment supporting blind persons’ acquisition spatial",7,"environment supporting blind persons’ acquisition spatial"
"Row7474","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Exploration architectural spaces blind people using auditory
cognitive mapping–a study",10,"exploration architectural spaces blind people using auditory
cognitive mapping–a study"
"Row7475","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","EdMedia World Conference virtual reality construction spatial knowledge",8,"edmedia world conference virtual reality construction spatial knowledge"
"Row7476","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","International
Educational Media Technology",4,"international
educational media technology"
"Row7477","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Association Advancement Journal Human-Computer Studies  393–407
Computing Education AACE 1046–1051",10,"association advancement journal human-computer studies  393–407
computing education aace 1046–1051"
"Row7478","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","48 Sara Reardon",3,"48 sara reardon"
"Row7479","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Playing ear",2,"playing ear"
"Row7480","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","30 Ben Lang",3,"30 ben lang"
"Row7481","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Vive Pro AR Capabilities Thanks HTC’s 49 Marti Riemer-Reiss Robbyn RWacker",11,"vive pro ar capabilities thanks htc’s 49 marti riemer-reiss robbyn rwacker"
"Row7482","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Factors associated
Tools Front-facing Cameras",5,"factors associated
tools front-facing cameras"
"Row7483","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpsuoim4PYzCi",2,"httpsuoim4pyzci"
"Row7484","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","accessed assistive technology discontinuance individuals December",6,"accessed assistive technology discontinuance individuals december"
"Row7485","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","disabilities",1,"disabilities"
"Row7486","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Journal Rehabilitation",2,"journal rehabilitation"
"Row7487","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","31 Mary Leach",3,"31 mary leach"
"Row7488","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Researchers Peripheral Prism Glasses 50 Jaime Sánchez Mauricio Lumbreras",9,"researchers peripheral prism glasses 50 jaime sánchez mauricio lumbreras"
"Row7489","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","Virtual environment
Simple Inexpensive Rehabilitation Tool",6,"virtual environment
simple inexpensive rehabilitation tool"
"Row7490","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","httpswwwmasseyeandear",2,"httpswwwmasseyeandear"
"Row7491","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","interaction 3D audio blind children",5,"interaction 3d audio blind children"
"Row7492","""SeeingVR Set Tools Virtual Reality Accessible People Low Vision""","CyberPsychology 
orgnewspress-releases2013112013-prism-glasses accessed Behavior  101–111",5,"cyberpsychology 
orgnewspress-releases2013112013-prism-glasses accessed behavior  101–111"
